identifier,title
5.1.16_MOZ.TOTA.AID.WB,"International aid disbursed to total education, World Bank to Mozambique (USD million)"
5.1.5_RWA.TOTA.AID.WB,"International aid disbursed to total education, World Bank to Rwanda (USD million)"
5.1.10_TJK.TOTA.AID.WB,"International aid disbursed to total education, World Bank to Tajikistan (USD million)"
5.1.8_VNM.TOTA.AID.WB,"International aid disbursed to total education, World Bank to Vietnam (USD million)"
5.2.10_TLS.TOT.AID.PRIV,"International aid disbursed to total education, private donors to Timor-Leste (USD million)"
5.2_BASIC.EDU.AID,"International aid for basic education, disbursed (up to present year) and scheduled (next years), aggregation of reporting donors (USD million)"
5.1_TOTAL.EDU.AID,"International aid for total education, disbursed (up to present year) and scheduled (next years), aggregation of reporting donors (USD million)"
5.2.2_MDG.BAS.AID.ILO,International aid to basic education executed by ILO in Madagascar (USD million)
5.2.6_MDG.BAS.AID.WFP,International aid to basic education executed by WFP in Madagascar (USD million)
5.1.3_MDG.TOTA.AID.FR,International aid to total education executed by AFD and French Embassy in Madagascar (USD million)
5.1.2_MDG.TOTA.AID.ILO,International aid to total education executed by ILO in Madagascar (USD million)
5.1.5_MDG.TOTA.AID.NOR,International aid to total education executed by Norway in Madagascar (USD million)
5.1.8_MDG.TOTA.AID.UNICEF,International aid to total education executed by UNICEF (excluding GPE funds) in Madagascar (USD million)
5.1.6_MDG.TOTA.AID.WFP,International aid to total education executed by WFP in Madagascar (USD million)
IC.FRM.ISOC.ZS,Internationally-recognized quality certification (% of firms)
KIRON_ORE_SPOT,"Iron ore, $/dmt, constant 2000$"
IRON_ORE_SPOT,"Iron ore, $/dmt, current$"
KIRON_ORE,"Iron ore, cents/dmtu, constant 2000$"
IRON_ORE,"Iron ore, cents/dmtu, current$"
EMBI,J.P. Morgan Emerging Markets Bond Index (EMBI+)
SL.TLF.CACT.FE.NE.ZS,"Labor force participation rate, female (% of female population ages 15+) (national estimate)"
SL.TLF.CACT.MA.NE.ZS,"Labor force participation rate, male (% of male population ages 15+) (national estimate)"
SL.TLF.CACT.NE.ZS,"Labor force participation rate, total (% of total population ages 15+) (national estimate)"
IC.TAX.LABR.CP.ZS,Labor tax and contributions (% of commercial profits)
KLEAD,"Lead, cents/kg, constant 2000$"
LEAD,"Lead, cents/kg, current$"
SH.MMR.RISK.ZS,Lifetime risk of maternal death (%)
SH.MMR.RISK,Lifetime risk of maternal death (1 in: rate varies by country)
IS.SHP.GCNW.XQ,Liner shipping connectivity index (maximum value in 2004 = 100)
KLOGS_CMR,"Logs, Cameroon, $/cum, constant 2000$"
LOGS_CMR,"Logs, Cameroon, $/cum, current$"
KLOGS_MYS,"Logs, Malaysia, $/cum, constant 2000$"
LOGS_MYS,"Logs, Malaysia, $/cum, current$"
LIBOR3M,London Interbank Offered 3-month rates (LIBOR)
LIBOR6M,London Interbank Offered 6-month rates (LIBOR)
IC.FRM.CRIM.ZS,"Losses due to theft, robbery, vandalism, and arson (% sales)"
3.7_LOW.SEC.NEW.ENTRANTS,"Lower Secondary education, new entrants, national source"
SE.SEC.CMPT.LO.FE.ZS,"Lower secondary completion rate, female (% of relevant age group)"
SE.SEC.CMPT.LO.MA.ZS,"Lower secondary completion rate, male (% of relevant age group)"
SE.SEC.CMPT.LO.ZS,"Lower secondary completion rate, total (% of relevant age group)"
2.8_LOW.SEC.COMPLETION.RATE,"Lower secondary completion rate, total, national source (% of relevant age group)"
3.11_LOW.SEC.CLASSROOMS,"Lower secondary education, classrooms, national source"
3.12_LOW.SEC.NEW.CLASSROOMS,"Lower secondary education, new classrooms, national source"
3.1_LOW.SEC.NEW.TEACHERS,"Lower secondary education, new teachers, national source"
3.8_LOW.SEC.STUDENTS,"Lower secondary education, pupils, national source"
3.9_LOW.SEC.TEACHERS,"Lower secondary education, teachers, national source"
KMAIZE,"Maize, $/mt, constant 2000$"
MAIZE,"Maize, $/mt, current$"
EN.MAM.THRD.NO,"Mammal species, threatened"
5.51.01.06.matern,Maternal health
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)"
KBEEF,"Meat, beef, cents/kg, constant 2000$"
BEEF,"Meat, beef, cents/kg, current$"
KCHICKEN,"Meat, chicken, cents/kg, constant 2000$"
CHICKEN,"Meat, chicken, cents/kg, current$"
KLAMB,"Meat, sheep, cents/kg, constant 2000$"
LAMB,"Meat, sheep, cents/kg, current$"
KIMETMIN,"Metals and minerals, 2000=100, constant 2000$"
IMETMIN,"Metals and minerals, 2000=100, current$"
Practice,Methodology
2.01.01.02.nabase,National accounts base year
5.13.01.01.who,National immunization coverage
KNGAS_JP,"Natural gas LNG, $/mmbtu, constant 2000$"
NGAS_JP,"Natural gas LNG, $/mmbtu, current$"
KNGAS_EUR,"Natural gas, Europe, $/mmbtu, constant 2000$"
NGAS_EUR,"Natural gas, Europe, $/mmbtu, current$"
KNGAS_US,"Natural gas, US, $/mmbtu, constant 2000$"
NGAS_US,"Natural gas, US, $/mmbtu, current$"
SE.PRE.NENR.FE,Net enrolment rate. Pre-primary. Female
SE.PRE.NENR.MA,Net enrolment rate. Pre-primary. Male
SE.PRE.NENR,Net enrolment rate. Pre-primary. Total
SE.PRM.NINT.ZS,Net intake rate in grade 1 (% of official school-age population)
SE.PRM.NINT.FE.ZS,"Net intake rate in grade 1, female (% of official school-age population)"
SE.PRM.NINT.MA.ZS,"Net intake rate in grade 1, male (% of official school-age population)"
UIS.NIR.1.AGP1.F,Net intake rate. Primary. Over age (+1). Female
UIS.NIR.1.AGP1.M,Net intake rate. Primary. Over age (+1). Male
UIS.NIR.1.AGP1,Net intake rate. Primary. Over age (+1). Total
UIS.NIR.1.AGM1.F,Net intake rate. Primary. Under age (-1). Female
UIS.NIR.1.AGM1.M,Net intake rate. Primary. Under age (-1). Male
UIS.NIR.1.AGM1,Net intake rate. Primary. Under age (-1). Total
UIS.NE.1.G1.F,New entrants to Grade 1 of primary education. Female
UIS.NE.1.G1,New entrants to Grade 1 of primary education. Total
UIS.NE.1.ECD.F,New entrants who have attended some ECCE programme. Female
UIS.NE.1.ECD,New entrants who have attended some ECCE programme. Total
KNICKEL,"Nickel, $/mt, constant 2000$"
NICKEL,"Nickel, $/mt, current$"
NEER,Nominal Effecive Exchange Rate
KINONFUEL,"Non-energy commodities, 2000=100, constant 2000$"
INONFUEL,"Non-energy commodities, 2000=100, current$"
SH.MMR.DTHS,Number of maternal deaths
UIS.TE_100000.56.F,"Number of students in tertiary education per 100,000 inhabitants. Female"
UIS.TE_100000.56.M,"Number of students in tertiary education per 100,000 inhabitants. Male"
UIS.TE_100000.56,"Number of students in tertiary education per 100,000 inhabitants. Total"
IC.TAX.METG,Number of visits or required meetings with tax officials
SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)"
PA.NUS.FCRF,"Official exchange rate (LCU per US$, period average)"
DPANUSLCU,"Official exchange rate, LCU per USD, period average"
KORANGE,"Oranges, $/mt, constant 2000$"
ORANGE,"Oranges, $/mt, current$"
IC.TAX.OTHR.CP.ZS,Other taxes payable by businesses (% of commercial profits)
UIS.OFST.2.F,Out-of-school children of lower secondary school age. Female
UIS.OFST.2.M,Out-of-school children of lower secondary school age. Male
UIS.OFST.2,Out-of-school children of lower secondary school age. Total
UIS.OFSPPT.1.F,Out-of-school children of primary school age enrolled in pre-primary education. Female
UIS.OFSPPT.1.M,Out-of-school children of primary school age enrolled in pre-primary education. Male
UIS.OFSPPT.1,Out-of-school children of primary school age enrolled in pre-primary education. Total
UIS.ROFST.2.F,Out-of-school rate for children of lower secondary school age (%). Female
UIS.ROFST.2.M,Out-of-school rate for children of lower secondary school age (%). Male
UIS.ROFST.2,Out-of-school rate for children of lower secondary school age (%). Total
UIS.ROFST.1.F,Out-of-school rate for children of primary school age (%). Female
UIS.ROFST.1.M,Out-of-school rate for children of primary school age (%). Male
UIS.ROFST.1,Out-of-school rate for children of primary school age (%). Total
UIS.OE.56.40510,Outbound mobile students (students from a given country studying abroad). Tertiary
UIS.OAPP.1.F,Over-age enrolment ratio. Primary. Female
UIS.OAPP.1.M,Over-age enrolment ratio. Primary. Male
UIS.OAPP.1,Over-age enrolment ratio. Primary. Total
SL.EMP.OWAC.FE.ZS,"Own-account workers, female (% of employed)"
SL.EMP.OWAC.MA.ZS,"Own-account workers, male (% of employed)"
DT.AMT.BLAT.CD,"PPG, bilateral (AMT, current US$)"
DT.DIS.BLAT.CD,"PPG, bilateral (DIS, current US$)"
DT.INT.BLAT.CD,"PPG, bilateral (INT, current US$)"
DT.AMT.PBND.CD,"PPG, bonds (AMT, current US$)"
DT.INT.PBND.CD,"PPG, bonds (INT, current US$)"
DT.AMT.PCBK.CD,"PPG, commercial banks (AMT, current US$)"
DT.DIS.PCBK.CD,"PPG, commercial banks (DIS, current US$)"
DT.INT.PCBK.CD,"PPG, commercial banks (INT, current US$)"
DT.AMT.MLAT.CD,"PPG, multilateral (AMT, current US$)"
DT.DIS.MLAT.CD,"PPG, multilateral (DIS, current US$)"
DT.INT.MLAT.CD,"PPG, multilateral (INT, current US$)"
DT.AMT.OFFT.CD,"PPG, official creditors (AMT, current US$)"
DT.DIS.OFFT.CD,"PPG, official creditors (DIS, current US$)"
DT.INT.OFFT.CD,"PPG, official creditors (INT, current US$)"
DT.AMT.PROP.CD,"PPG, other private creditors (AMT, current US$)"
DT.DIS.PROP.CD,"PPG, other private creditors (DIS, current US$)"
DT.INT.PROP.CD,"PPG, other private creditors (INT, current US$)"
DT.AMT.PRVT.CD,"PPG, private creditors (AMT, current US$)"
DT.DIS.PRVT.CD,"PPG, private creditors (DIS, current US$)"
DT.INT.PRVT.CD,"PPG, private creditors (INT, current US$)"
KPALM_OIL,"Palm oil, $/mt, constant 2000$"
PALM_OIL,"Palm oil, $/mt, current$"
KPLMKRNL_OIL,"Palmkernal oil, $/mt, constant 2000$"
PLMKRNL_OIL,"Palmkernal oil, $/mt, current$"
5.51.01.10.gdp,Per capita GDP growth
UIS.XNATURCP.1.FDPUB.FNTS,Percentage distribution of public current expenditure by purpose in primary education. Teachers salaries
UIS.XNATURCP.23.FDPUB.FNTS,Percentage distribution of public current expenditure by purpose in secondary education. Teacher salaries
UIS.XCURP.2,Percentage distribution of public current expenditure on education by level. Lower secondary
UIS.XCURP.4,Percentage distribution of public current expenditure on education by level. Post secondary
UIS.XCURP.0,Percentage distribution of public current expenditure on education by level. Pre-primary
UIS.XCURP.3,Percentage distribution of public current expenditure on education by level. Upper secondary
UIS.XCURP.UK,Percentage distribution of public current expenditure on education not allocated by level
UIS.FTP.2,Percentage female teachers. Lower secondary
SE.PRE.TCHR.FE.ZS,Percentage female teachers. Pre-primary
UIS.FTP.3,Percentage female teachers. Upper secondary
SE.PRE.ENRL.FE.ZS,Percentage of female students. Pre-primary
UIS.FEP.5.A,Percentage of female students. Tertiary ISCED 5A
UIS.FEP.5.B,Percentage of female students. Tertiary ISCED 5B
UIS.FEP.6,Percentage of female students. Tertiary ISCED 6
UIS.FOSEP.56.F600.F,Percentage of female tertiary enrolments (ISCED 5 and 6) in agriculture
UIS.FOSEP.56.F140.F,Percentage of female tertiary enrolments (ISCED 5 and 6) in education
UIS.FOSEP.56.F500.F,"Percentage of female tertiary enrolments (ISCED 5 and 6) in engineering, manufacturing and construction"
UIS.FOSEP.56.FUK.F,Percentage of female tertiary enrolments (ISCED 5 and 6) in general and unspecified programmes
UIS.FOSEP.56.F700.F,Percentage of female tertiary enrolments (ISCED 5 and 6) in health and welfare
UIS.FOSEP.56.F200.F,Percentage of female tertiary enrolments (ISCED 5 and 6) in humanities and arts
UIS.FOSEP.56.F400.F,Percentage of female tertiary enrolments (ISCED 5 and 6) in science
UIS.FOSEP.56.F800.F,Percentage of female tertiary enrolments (ISCED 5 and 6) in services
UIS.FOSEP.56.F300.F,"Percentage of female tertiary enrolments (ISCED 5 and 6) in social sciences, business and law"
UIS.ECDP.1.F,Percentage of new entrants to primary education with ECCE experience. Female
UIS.ECDP.1.M,Percentage of new entrants to primary education with ECCE experience. Male
UIS.ECDP.1,Percentage of new entrants to primary education with ECCE experience. Total
UIS.PRP.2.GPV,Percentage of private enrolment. Lower secondary. General programmes
SE.PRE.PRIV.ZS,Percentage of private enrolment. Pre-primary.
UIS.PRP.3.GPV,Percentage of private enrolment. Upper secondary. General programmes
UIS.PRP.3.V,Percentage of private enrolment. Upper secondary. Technical/vocational programmes
UIS.REPP.2.GPV.F,Percentage of repeaters in lower secondary. All grades. Female
UIS.REPP.2.GPV.M,Percentage of repeaters in lower secondary. All grades. Male
UIS.REPP.2.GPV,Percentage of repeaters in lower secondary. All grades. Total
UIS.REPP.1.G1.M,Percentage of repeaters in primary. Grade 1. Male
UIS.REPP.1.G1,Percentage of repeaters in primary. Grade 1. Total
UIS.REPP.1.G1.F,Percentage of repeaters in primary. Grade 1.Female
UIS.REPP.1.G2.F,Percentage of repeaters in primary. Grade 2. Female
UIS.REPP.1.G2.M,Percentage of repeaters in primary. Grade 2. Male
UIS.REPP.1.G2,Percentage of repeaters in primary. Grade 2. Total
UIS.REPP.1.G3.F,Percentage of repeaters in primary. Grade 3. Female
UIS.REPP.1.G3.M,Percentage of repeaters in primary. Grade 3. Male
UIS.REPP.1.G3,Percentage of repeaters in primary. Grade 3. Total
UIS.REPP.1.G4.F,Percentage of repeaters in primary. Grade 4. Female
UIS.REPP.1.G4.M,Percentage of repeaters in primary. Grade 4. Male
UIS.REPP.1.G4,Percentage of repeaters in primary. Grade 4. Total
UIS.REPP.1.G5.F,Percentage of repeaters in primary. Grade 5. Female
UIS.REPP.1.G5.M,Percentage of repeaters in primary. Grade 5. Male
UIS.REPP.1.G5,Percentage of repeaters in primary. Grade 5. Total
UIS.REPP.1.G6.F,Percentage of repeaters in primary. Grade 6. Female
UIS.REPP.1.G6.M,Percentage of repeaters in primary. Grade 6. Male
UIS.REPP.1.G6,Percentage of repeaters in primary. Grade 6. Total
UIS.REPP.23.GPV.G1.F,Percentage of repeaters in secondary. Grade 1. Female
UIS.REPP.23.GPV.G1.M,Percentage of repeaters in secondary. Grade 1. Male
UIS.REPP.23.GPV.G1,Percentage of repeaters in secondary. Grade 1. Total
UIS.REPP.23.GPV.G2.F,Percentage of repeaters in secondary. Grade 2. Female
UIS.REPP.23.GPV.G2.M,Percentage of repeaters in secondary. Grade 2. Male
UIS.REPP.23.GPV.G2,Percentage of repeaters in secondary. Grade 2. Total
UIS.REPP.23.GPV.G3.F,Percentage of repeaters in secondary. Grade 3. Female
UIS.REPP.23.GPV.G3.M,Percentage of repeaters in secondary. Grade 3. Male
UIS.REPP.23.GPV.G3,Percentage of repeaters in secondary. Grade 3. Total
UIS.REPP.23.GPV.G4.F,Percentage of repeaters in secondary. Grade 4. Female
UIS.REPP.23.GPV.G4.M,Percentage of repeaters in secondary. Grade 4. Male
UIS.REPP.23.GPV.G4,Percentage of repeaters in secondary. Grade 4. Total
UIS.REPP.23.GPV.G5.F,Percentage of repeaters in secondary. Grade 5. Female
UIS.REPP.23.GPV.G5.M,Percentage of repeaters in secondary. Grade 5. Male
UIS.REPP.23.GPV.G5,Percentage of repeaters in secondary. Grade 5. Total
UIS.REPP.23.GPV.G6.F,Percentage of repeaters in secondary. Grade 6. Female
UIS.REPP.23.GPV.G6.M,Percentage of repeaters in secondary. Grade 6. Male
UIS.REPP.23.GPV.G6,Percentage of repeaters in secondary. Grade 6. Total
UIS.REPP.23.GPV.G7.F,Percentage of repeaters in secondary. Grade 7. Female
UIS.REPP.23.GPV.G7.M,Percentage of repeaters in secondary. Grade 7. Male
UIS.REPP.23.GPV.G7,Percentage of repeaters in secondary. Grade 7. Total
UIS.REPP.23.GPV.G8.F,Percentage of repeaters in secondary. Grade 8. Female
UIS.REPP.23.GPV.G8.M,Percentage of repeaters in secondary. Grade 8. Male
UIS.REPP.23.GPV.G8,Percentage of repeaters in secondary. Grade 8. Total
UIS.REPP.3.GPV.F,Percentage of repeaters in upper secondary. All grades. Female
UIS.REPP.3.GPV.M,Percentage of repeaters in upper secondary. All grades. Male
UIS.REPP.3.GPV,Percentage of repeaters in upper secondary. All grades. Total
UIS.FOSEP.56.F600,Percentage of tertiary enrolments (ISCED 5 and 6) in agriculture
UIS.FOSEP.56.F140,Percentage of tertiary enrolments (ISCED 5 and 6) in education
UIS.FOSEP.56.F500,"Percentage of tertiary enrolments (ISCED 5 and 6) in engineering, manufacturing and construction"
UIS.FOSEP.56.F700,Percentage of tertiary enrolments (ISCED 5 and 6) in health and welfare
UIS.FOSEP.56.F200,Percentage of tertiary enrolments (ISCED 5 and 6) in humanities and arts
UIS.FOSEP.56.F400,Percentage of tertiary enrolments (ISCED 5 and 6) in science
UIS.FOSEP.56.F800,Percentage of tertiary enrolments (ISCED 5 and 6) in services
UIS.FOSEP.56.F300,"Percentage of tertiary enrolments (ISCED 5 and 6) in social sciences, business and law"
UIS.FOSEP.56.FUK,Percentage of tertiary enrolments (ISCED 5 and 6) in unspecified and general programmes
UIS.TRTP.2.F,Percentage of trained teachers. Lower secondary. Female
UIS.TRTP.2.M,Percentage of trained teachers. Lower secondary. Male
UIS.TRTP.2,Percentage of trained teachers. Lower secondary. Total
UIS.TRTP.0.F,Percentage of trained teachers. Pre-primary. Female
UIS.TRTP.0.M,Percentage of trained teachers. Pre-primary. Male
UIS.TRTP.0,Percentage of trained teachers. Pre-primary. Total
UIS.TRTP.3.F,Percentage of trained teachers. Upper secondary. Female
UIS.TRTP.3.M,Percentage of trained teachers. Upper secondary. Male
UIS.TRTP.3,Percentage of trained teachers. Upper secondary. Total
Availability,Periodicity & Timeliness
KPHOSROCK,"Phosphate rock, $/mt, constant 2000$"
PHOSROCK,"Phosphate rock, $/mt, current$"
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)"
EN.HPT.THRD.NO,"Plant species (higher), threatened"
KPLYWOOD,"Plywood, cents/sheets, constant 2000$"
PLYWOOD,"Plywood, cents/sheets, current$"
3.11.01.01.popcen,Population census
EN.URB.LCTY,Population in largest city
EN.URB.LCTY.UR.ZS,Population in the largest city (% of urban population)
EN.URB.MCTY,Population in urban agglomerations of more than 1 million
EN.URB.MCTY.TL.ZS,Population in urban agglomerations of more than 1 million (% of total population)
SP.POP.AG00.FE.UN,"Population, aged 0, female"
SP.POP.AG00.MA.UN,"Population, aged 0, male"
SP.POP.AG00.TO.UN,"Population, aged 0, total"
SP.POP.AG01.FE.UN,"Population, aged 1, female"
SP.POP.AG01.MA.UN,"Population, aged 1, male"
SP.POP.AG01.TO.UN,"Population, aged 1, total"
SP.POP.AG10.FE.UN,"Population, aged 10, female"
SP.POP.AG10.MA.UN,"Population, aged 10, male"
SP.POP.AG10.TO.UN,"Population, aged 10, total"
SP.POP.1014.FE.UN,"Population, aged 10-14, female"
SP.POP.1014.MA.UN,"Population, aged 10-14, male"
SP.POP.1014.TO.UN,"Population, aged 10-14, total"
SP.POP.1015.FE.UN,"Population, aged 10-15, female"
SP.POP.1015.MA.UN,"Population, aged 10-15, male"
SP.POP.1015.TO.UN,"Population, aged 10-15, total"
SP.POP.1016.FE.UN,"Population, aged 10-16, female"
SP.POP.1016.MA.UN,"Population, aged 10-16, male"
SP.POP.1016.TO.UN,"Population, aged 10-16, total"
SP.POP.1017.FE.UN,"Population, aged 10-17, female"
SP.POP.1017.MA.UN,"Population, aged 10-17, male"
SP.POP.1017.TO.UN,"Population, aged 10-17, total"
SP.POP.1018.FE.UN,"Population, aged 10-18, female"
SP.POP.1018.MA.UN,"Population, aged 10-18, male"
SP.POP.1018.TO.UN,"Population, aged 10-18, total"
SP.POP.AG11.FE.UN,"Population, aged 11, female"
SP.POP.AG11.MA.UN,"Population, aged 11, male"
SP.POP.AG11.TO.UN,"Population, aged 11, total"
SP.POP.1115.FE.UN,"Population, aged 11-15, female"
SP.POP.1115.MA.UN,"Population, aged 11-15, male"
SP.POP.1115.TO.UN,"Population, aged 11-15, total"
SP.POP.1116.FE.UN,"Population, aged 11-16, female"
SP.POP.1116.MA.UN,"Population, aged 11-16, male"
SP.POP.1116.TO.UN,"Population, aged 11-16, total"
SP.POP.1117.FE.UN,"Population, aged 11-17, female"
SP.POP.1117.MA.UN,"Population, aged 11-17, male"
SP.POP.1117.TO.UN,"Population, aged 11-17, total"
SP.POP.1118.FE.UN,"Population, aged 11-18, female"
SP.POP.1118.MA.UN,"Population, aged 11-18, male"
SP.POP.1118.TO.UN,"Population, aged 11-18, total"
SP.POP.AG12.FE.UN,"Population, aged 12, female"
SP.POP.AG12.MA.UN,"Population, aged 12, male"
SP.POP.AG12.TO.UN,"Population, aged 12, total"
SP.POP.1215.FE.UN,"Population, aged 12-15, female"
SP.POP.1215.MA.UN,"Population, aged 12-15, male"
SP.POP.1215.TO.UN,"Population, aged 12-15, total"
SP.POP.1216.FE.UN,"Population, aged 12-16, female"
SP.POP.1216.MA.UN,"Population, aged 12-16, male"
SP.POP.1216.TO.UN,"Population, aged 12-16, total"
SP.POP.1217.FE.UN,"Population, aged 12-17, female"
SP.POP.1217.MA.UN,"Population, aged 12-17, male"
SP.POP.1217.TO.UN,"Population, aged 12-17, total"
SP.POP.1218.FE.UN,"Population, aged 12-18, female"
SP.POP.1218.MA.UN,"Population, aged 12-18, male"
SP.POP.1218.TO.UN,"Population, aged 12-18, total"
SP.POP.AG13.FE.UN,"Population, aged 13, female"
SP.POP.AG13.MA.UN,"Population, aged 13, male"
SP.POP.AG13.TO.UN,"Population, aged 13, total"
SP.POP.1316.FE.UN,"Population, aged 13-16, female"
SP.POP.1316.MA.UN,"Population, aged 13-16, male"
SP.POP.1316.TO.UN,"Population, aged 13-16, total"
SP.POP.1317.FE.UN,"Population, aged 13-17, female"
SP.POP.1317.MA.UN,"Population, aged 13-17, male"
SP.POP.1317.TO.UN,"Population, aged 13-17, total"
SP.POP.1318.FE.UN,"Population, aged 13-18, female"
SP.POP.1318.MA.UN,"Population, aged 13-18, male"
SP.POP.1318.TO.UN,"Population, aged 13-18, total"
SP.POP.1319.FE.UN,"Population, aged 13-19, female"
SP.POP.1319.MA.UN,"Population, aged 13-19, male"
SP.POP.1319.TO.UN,"Population, aged 13-19, total"
SP.POP.AG14.FE.UN,"Population, aged 14, female"
SP.POP.AG14.MA.UN,"Population, aged 14, male"
SP.POP.AG14.TO.UN,"Population, aged 14, total"
SP.POP.1418.FE.UN,"Population, aged 14-18, female"
SP.POP.1418.MA.UN,"Population, aged 14-18, male"
SP.POP.1418.TO.UN,"Population, aged 14-18, total"
SP.POP.1419.FE.UN,"Population, aged 14-19, female"
SP.POP.1419.MA.UN,"Population, aged 14-19, male"
SP.POP.1419.TO.UN,"Population, aged 14-19, total"
SP.POP.AG15.FE.UN,"Population, aged 15, female"
SP.POP.AG15.MA.UN,"Population, aged 15, male"
SP.POP.AG15.TO.UN,"Population, aged 15, total"
SP.POP.1524.FE.UN,"Population, aged 15-24, female"
SP.POP.1524.MA.UN,"Population, aged 15-24, male"
SP.POP.1524.TO.UN,"Population, aged 15-24, total"
SP.POP.AG16.FE.UN,"Population, aged 16, female"
SP.POP.AG16.MA.UN,"Population, aged 16, male"
SP.POP.AG16.TO.UN,"Population, aged 16, total"
SP.POP.AG17.FE.UN,"Population, aged 17, female"
SP.POP.AG17.MA.UN,"Population, aged 17, male"
SP.POP.AG17.TO.UN,"Population, aged 17, total"
SP.POP.AG18.FE.UN,"Population, aged 18, female"
SP.POP.AG18.MA.UN,"Population, aged 18, male"
SP.POP.AG18.TO.UN,"Population, aged 18, total"
SP.POP.AG19.FE.UN,"Population, aged 19, female"
SP.POP.AG19.MA.UN,"Population, aged 19, male"
SP.POP.AG19.TO.UN,"Population, aged 19, total"
SP.POP.AG02.FE.UN,"Population, aged 2, female"
SP.POP.AG02.MA.UN,"Population, aged 2, male"
SP.POP.AG02.TO.UN,"Population, aged 2, total"
SP.POP.AG20.FE.UN,"Population, aged 20, female"
SP.POP.AG20.MA.UN,"Population, aged 20, male"
SP.POP.AG20.TO.UN,"Population, aged 20, total"
SP.POP.AG21.FE.UN,"Population, aged 21, female"
SP.POP.AG21.MA.UN,"Population, aged 21, male"
SP.POP.AG21.TO.UN,"Population, aged 21, total"
SP.POP.AG22.FE.UN,"Population, aged 22, female"
SP.POP.AG22.MA.UN,"Population, aged 22, male"
SP.POP.AG22.TO.UN,"Population, aged 22, total"
SP.POP.AG23.FE.UN,"Population, aged 23, female"
SP.POP.AG23.MA.UN,"Population, aged 23, male"
SP.POP.AG23.TO.UN,"Population, aged 23, total"
SP.POP.AG24.FE.UN,"Population, aged 24, female"
SP.POP.AG24.MA.UN,"Population, aged 24, male"
SP.POP.AG24.TO.UN,"Population, aged 24, total"
SP.POP.AG25.FE.UN,"Population, aged 25, female"
SP.POP.AG25.MA.UN,"Population, aged 25, male"
SP.POP.AG25.TO.UN,"Population, aged 25, total"
SP.POP.AG03.FE.UN,"Population, aged 3, female"
SP.POP.AG03.MA.UN,"Population, aged 3, male"
SP.POP.AG03.TO.UN,"Population, aged 3, total"
SP.POP.0305.FE.UN,"Population, aged 3- 5, female"
SP.POP.0305.MA.UN,"Population, aged 3- 5, male"
SP.POP.0305.TO.UN,"Population, aged 3- 5, total"
SP.POP.AG04.FE.UN,"Population, aged 4, female"
SP.POP.AG04.MA.UN,"Population, aged 4, male"
SP.POP.AG04.TO.UN,"Population, aged 4, total"
SP.POP.0406.FE.UN,"Population, aged 4- 6, female"
SP.POP.0406.MA.UN,"Population, aged 4- 6, male"
SP.POP.0406.TO.UN,"Population, aged 4- 6, total"
SP.POP.AG05.FE.UN,"Population, aged 5, female"
SP.POP.AG05.MA.UN,"Population, aged 5, male"
SP.POP.AG05.TO.UN,"Population, aged 5, total"
SP.POP.0509.FE.UN,"Population, aged 5- 9, female"
SP.POP.0509.MA.UN,"Population, aged 5- 9, male"
SP.POP.0509.TO.UN,"Population, aged 5- 9, total"
SP.POP.0510.FE.UN,"Population, aged 5-10, female"
SP.POP.0510.MA.UN,"Population, aged 5-10, male"
SP.POP.0510.TO.UN,"Population, aged 5-10, total"
SP.POP.0511.FE.UN,"Population, aged 5-11, female"
SP.POP.0511.MA.UN,"Population, aged 5-11, male"
SP.POP.0511.TO.UN,"Population, aged 5-11, total"
SP.POP.AG06.FE.UN,"Population, aged 6, female"
SP.POP.AG06.MA.UN,"Population, aged 6, male"
SP.POP.AG06.TO.UN,"Population, aged 6, total"
SP.POP.0609.MA.UN,"Population, aged 6- 9, male"
SP.POP.0609.TO.UN,"Population, aged 6- 9, total"
SP.POP.0609.FE.UN,"Population, aged 6- 9,female"
SP.POP.0610.FE.UN,"Population, aged 6-10, female"
SP.POP.0610.MA.UN,"Population, aged 6-10, male"
SP.POP.0610.TO.UN,"Population, aged 6-10, total"
SP.POP.0611.FE.UN,"Population, aged 6-11, female"
SP.POP.0611.MA.UN,"Population, aged 6-11, male"
SP.POP.0611.TO.UN,"Population, aged 6-11, total"
SP.POP.0612.FE.UN,"Population, aged 6-12, female"
SP.POP.0612.MA.UN,"Population, aged 6-12, male"
SP.POP.0612.TO.UN,"Population, aged 6-12, total"
SP.POP.AG07.FE.UN,"Population, aged 7, female"
SP.POP.AG07.MA.UN,"Population, aged 7, male"
SP.POP.AG07.TO.UN,"Population, aged 7, total"
SP.POP.0709.FE.UN,"Population, aged 7- 9, female"
SP.POP.0709.MA.UN,"Population, aged 7- 9, male"
SP.POP.0709.TO.UN,"Population, aged 7- 9, total"
SP.POP.0710.FE.UN,"Population, aged 7-10, female"
SP.POP.0710.MA.UN,"Population, aged 7-10, male"
SP.POP.0710.TO.UN,"Population, aged 7-10, total"
SP.POP.0711.FE.UN,"Population, aged 7-11, female"
SP.POP.0711.MA.UN,"Population, aged 7-11, male"
SP.POP.0711.TO.UN,"Population, aged 7-11, total"
